use,keyword,pref_label,synonyms,definition,class
,std,Venereal Disease,"('Sexually transmitted infections', 'Sexually Transmitted Diseases', 'STDs', 'Venereal disease', 'STD')","('<h3>What are sexually transmitted diseases (STDs)?</h3> <p>Sexually transmitted diseases (STDs), or sexually transmitted infections (STIs), are infections that are passed from one person to another through sexual contact. They are usually spread during vaginal, oral, or anal sex. But sometimes they can spread through other sexual contact involving the penis, vagina, mouth, or anus. This is because some STDs, like herpes and HPV, are spread by skin-to-skin contact.</p> <p>Some STDs can be passed from a pregnant person to the baby, either <a href=""https://medlineplus.gov/infectionsandpregnancy.html"">during pregnancy</a> or when giving birth. Other ways that STDs may be spread include during <a href=""https://medlineplus.gov/breastfeeding.html"">breastfeeding</a>, through <a href=""https://medlineplus.gov/bloodtransfusionanddonation.html"">blood transfusions</a>, or by sharing needles.</p> <p>There are more than 20 types of STDs, including:</p><ul> <li><a href=""https://medlineplus.gov/chlamydiainfections.html"">Chlamydia</a></li> <li><a href=""https://medlineplus.gov/genitalherpes.html"">Genital herpes</a></li> <li><a href=""https://medlineplus.gov/gonorrhea.html"">Gonorrhea</a></li> <li><a href=""https://medlineplus.gov/hiv.html"">HIV</a> </li> <li><a href=""https://medlineplus.gov/hpv.html"">HPV</a></li> <li><a href=""https://medlineplus.gov/pubiclice.html"">Pubic lice</a> </li><li><a href=""https://medlineplus.gov/syphilis.html"">Syphilis</a></li> <li><a href=""https://medlineplus.gov/trichomoniasis.html"">Trichomoniasis</a></li> </ul> <h3>What causes sexually transmitted diseases (STDs)?</h3> <p>STDs can be caused by <a href=""https://medlineplus.gov/bacterialinfections.html"">bacteria</a>, <a href=""https://medlineplus.gov/viralinfections.html"">viruses</a>, and <a href=""https://medlineplus.gov/parasiticdiseases.html"">parasites</a>.</p> <h3>Who is affected by sexually transmitted diseases (STDs)?</h3> <p>Most STDs affect both men and women, but in many cases the health problems they cause can be more severe for women.If an STD is passed to a baby, it can cause serious health problems.</p> <h3>What are the symptoms of sexually transmitted diseases (STDs)?</h3> <p>STDs don\'t always cause symptoms or may only cause mild symptoms. So it is possible to have an infection and not know it. And even without symptoms, STDs can still be harmful and may be passed on during sex.</p> <p>If there are symptoms, they could include:</p><ul> <li>Unusual discharge from the penis or vagina</li> <li>Sores or warts on the genital area</li> <li>Painful or frequent urination (peeing)</li> <li>Itching and redness in the genital area</li> <li>Blisters or sores in or around the mouth</li> <li>Abnormal vaginal odor</li> <li>Anal itching, soreness, or bleeding</li> <li><a href=""https://medlineplus.gov/abdominalpain.html"">Abdominal pain</a>n</li> <li><a href=""https://medlineplus.gov/fever.html"">Fever</a></li> </ul> <h3>How are sexually transmitted diseases (STDs) diagnosed?</h3> <p>If you are sexually active, you should talk to your health care provider about your risk for STDs and whether you need to be tested. This is especially important since many STDs do not usually cause symptoms.</p> <p>Some STDs may be diagnosed during a physical exam or through microscopic examination of a sore or fluid swabbed from the vagina, penis, or anus. Blood tests can diagnose other types of STDs.</p> <h3>What are the treatments for sexually transmitted diseases (STDs)?</h3> <p>Antibiotics can treat STDs caused by bacteria or parasites. There is no cure for STDs caused by viruses, but medicines can often help with the symptoms and lower your risk of spreading the infection.</p> <p>Correct usage of latex condoms greatly reduces, but does not completely eliminate, the risk of catching or spreading STDs. The most reliable way to avoid infection is to not have anal, vaginal, or oral sex.</p> <p>There are vaccines to prevent HPV and <a href=""https://medlineplus.gov/hepatitisb.html"">hepatitis B</a>.</p> <h3>Can sexually transmitted diseases (STDs) be prevented?</h3> <p>Correct usage of latex condoms greatly reduces, but does not completely eliminate, the risk of catching or spreading STDs. If your or your partner is <a href=""https://medlineplus.gov/latexallergy.html"">allergic to latex</a>, you can use polyurethane condoms. The most reliable way to avoid infection is to not have anal, vaginal, or oral sex.</p> <p>There are vaccines to prevent HPV and <a href=""https://medlineplus.gov/hepatitisb.html"">hepatitis B</a>.</p> <p class="""">Centers for Disease Control and Prevention</p>',)",http://purl.bioontology.org/ontology/MEDLINEPLUS/C0036916
,std,kinesin-like protein KIN-7B (Arabidopsis thaliana),"('F7K15.60', 'STD', 'KIN7B', 'TES', 'At3g43210', 'NACK2', 'NPK1-activating kinesin-2 (Arabidopsis thaliana)', 'At-KIN7B', 'protein TETRASPORE (Arabidopsis thaliana)', 'protein STUD (Arabidopsis thaliana)', 'AtNACK2')","('A protein that is a translation product of the KIN7B gene in Arabidopsis thaliana.', 'Category=organism-gene.')",PR:Q8LNZ2
,std,sexually transmitted disease,"('chancroid', 'STD', 'venereal disease')","('diseases due to or propagated by sexual contact.',)",http://purl.bioontology.org/ontology/CSP/0715-7651
,std,sexually transmitted disease,"('disease, venereal', 'disease, sexually Transmitted', 'diseases, venereal', 'STIs', 'sexually Transmitted infections', 'venereal disease', 'infection, sexually Transmitted', 'sexually Transmitted infection', 'Transmitted infection, sexually', 'STI', 'diseases, sexually Transmitted', 'venereal diseases', 'infections, sexually Transmitted', 'STDs', 'Transmitted infections, sexually', 'STD', 'VD', 'VD, venereal disease', 'disease (VD), venereal', 'sexually Transmitted disorder', 'sexually transmitted disease', 'venereal disease (VD)')","('A Disease due to or propagated by sexual contact.',)",MONDO:0021681
,std,sexually transmitted disease,"('sexually transmitted disease', 'venereal disease (VD)', 'VD, venereal disease', 'disease (VD), venereal', 'sexually Transmitted disorder', 'STD', 'VD')","('A Disease due to or propagated by sexual contact.',)",MONDO:0021681
,step,Step,"('Step',)","('A specific stage of progression through a sequential process.',)",NCIT:C48176
y,step,Step,"('Step',)","('A specific stage of progression through a sequential process.',)",Thesaurus:C48176
,step,Step,"('Step',)","('A specific stage of progression through a sequential process.',)",Thesaurus:C48176
,step,Step,(),"(""A stepfamily is a family where at least one parent has children that are not genetically related to the other spouse or partner. Either one parent may have children from a previous relationship. Children in a stepfamily may live with one biological parent, or they may live with each biological parent for a period of time. In addition, visitation rights mean that children in stepfamilies often have contact with both biological parents, even if they permanently live with only one. A child is referred to as the stepchild, stepdaughter or stepson of their biological parent's new spouse, and that person as the stepparent, stepfather or stepmother of the child. A stepfather is the husband of one's mother, and not one's biological father. A stepmother is the wife of one's father, and not one's biological mother. A step-grandmother is the wife of one's grandfather, and not one's biological grandmother. A step-grandfather is the husband of one's grandmother, and not one's biological grandfather. Similarly, a stepbrother is the son of a stepparent who one is not biologically related to. A stepsister is the daughter of a stepparent to whom one is not biologically related. A step-grandson is the son of a stepson or stepdaughter who one is not biologically related to. A step-granddaughter is the daughter of a stepson or stepdaughter who one is not biologically related. A parent's spouse of the same sex may also count as a stepparent."",)",http://hadatac.org/ont/chear#Step
,step,Step,(),"(""A stepfamily is a family where at least one parent has children that are not genetically related to the other spouse or partner. Either one parent may have children from a previous relationship. Children in a stepfamily may live with one biological parent, or they may live with each biological parent for a period of time. In addition, visitation rights mean that children in stepfamilies often have contact with both biological parents, even if they permanently live with only one. A child is referred to as the stepchild, stepdaughter or stepson of their biological parent's new spouse, and that person as the stepparent, stepfather or stepmother of the child. A stepfather is the husband of one's mother, and not one's biological father. A stepmother is the wife of one's father, and not one's biological mother. A step-grandmother is the wife of one's grandfather, and not one's biological grandmother. A step-grandfather is the husband of one's grandmother, and not one's biological grandfather. Similarly, a stepbrother is the son of a stepparent who one is not biologically related to. A stepsister is the daughter of a stepparent to whom one is not biologically related. A step-grandson is the son of a stepson or stepdaughter who one is not biologically related to. A step-granddaughter is the daughter of a stepson or stepdaughter who one is not biologically related. A parent's spouse of the same sex may also count as a stepparent."",)",http://purl.org/twc/HHEAR:00477
,step,tyrosine-protein phosphatase non-receptor type 5,"('STEP', 'neural-specific protein-tyrosine phosphatase', 'PTPN5', 'striatum-enriched protein-tyrosine phosphatase')","('A protein that is a translation product of the PTPN5 gene or a 1:1 ortholog thereof.', 'Category=gene. Flag=automatic.')",PR:000013460
y,step size,step size,"('increment',)","('The difference between two discrete points next to each other in a range of discrete values. [Allotrope]',)",http://purl.allotrope.org/ontologies/result#AFR:0000950
,storage,Storage,"('STORING', 'Storage', 'Store', 'Stored')","('The act of safekeeping goods in a depository.',)",Thesaurus:C60824
,storage,Storage,"('STORING', 'Storage', 'Store', 'Stored')","('The act of safekeeping goods in a depository.',)",Thesaurus:C60824
,storage,maintenance of location,"('sequestering', 'retention', 'storage', 'maintenance of localization')","('Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere.',)",GO:0051235
,storage,maintenance of location,"('sequestering', 'storage', 'retention')","('Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere.',)",GO:0051235
,storage,maintenance of location,"('sequestering', 'storage', 'retention', 'maintenance of localization')","('Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere.',)",GO:0051235
,storage,storage,(),"('A maintenance process by which material entities that are not actively metabolizing are placed in well identified location and possibly under controlled environment in ad-hoc devices/structures in order to preserve and protect them from decay/alteration and maintain availability', 'A planned process with the objective to preserve and protect material entities by placing them in an identified location which may have a controlled environment.')",OBI:0302893
y,storage,storage,(),"('A planned process with the objective to preserve and protect material entities by placing them in an identified location which may have a controlled environment.',)",OBI:0302893
y,stormwater,stormwater,"('storm water',)","('Water which accumulates on a solid surface during precipitation events and snow/ice melt.', '""Stormwater can soak into the soil (infiltrate), be held on the surface and evaporate, or runoff and end up in nearby streams, rivers, or other water bodies (surface water).""')",ENVO:01001267
y ,strand,Genomic Orientation,"('Genomic Orientation', 'Orientation', 'orientation', 'Strand')","('The orientation of a genomic element on the double stranded molecule.',)",Thesaurus:C48673
,strand,Genomic Orientation,"('Genomic Orientation', 'Orientation', 'orientation', 'Strand')","('The orientation of a genomic element on the double stranded molecule.',)",Thesaurus:C48673
